State,LGA,Ward,PU-Code,,,PU-Name,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File
ENUGU,NSUKKA,OWERRE/UMUOYO,14-13-17-017,,,TOWNSHIP SCHOOL I,378,1297,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,3,709,3,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41170/result_159735_1677596089_thumb.jpg
ENUGU,NSUKKA,OWERRE/UMUOYO,14-13-17-018,,,UNION PRIMARY SCHOOL II,123,2242,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/13/ward/17/pu/018/018-1677379301.pdf
ENUGU,NSUKKA,OBIMO/IKWOKA,14-13-18-003,,,UGWUOROKO VILLAGE SQUARE,195,655,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,173,17,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41178/result_159759_1677591654_thumb.jpg
ENUGU,NSUKKA,OBIMO/IKWOKA,14-13-18-010,,,IKWOKA VILLAGE SQUARE,173,639,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,3,101,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41184/result_159765_1677594364_thumb.jpg
ENUGU,NSUKKA,OBUKPA,14-13-20-004,,,AMAUGWU VILLAGE HALL,0,1046,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,3,366,6,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41203/result_159786_1677605839_thumb.jpg
ENUGU,OJI-RIVER,OJI-RIVER II,14-14-02-002,,,SCHOOL OF HEALTH,193,1449,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,186,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41214/result_159817_1677839226_thumb.jpg
ENUGU,OJI-RIVER,UGWUOBA I,14-14-05-001,,,CENTRAL SCHOOL UGWUOBA,139,746,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,0,132,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41222/result_159838_1677515603_thumb.jpg
ENUGU,OJI-RIVER,ACHIAGU I,14-14-08-005,,,COMMUNITY SCHOOL AMAETITI I,225,895,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,4,200,7,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41240/result_159866_1677519657_thumb.jpg
ENUGU,OJI-RIVER,ACHIAGU I,14-14-08-006,,,COMMUNITY SCHOOL AMAETITI II,146,651,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,131,6,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41241/result_159867_1677519750_thumb.jpg
ENUGU,OJI-RIVER,ACHIAGU III,14-14-10-001,,,OBU UMUELOCHA VILLAGE SQUARE,85,358,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/14/ward/10/pu/001/001-1677362995.pdf
ENUGU,OJI-RIVER,ACHIUNO II,14-14-12-005,,,COMMUNITY SCHOOL AMANKPUNATO II,91,335,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,84,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3374/ward/20704/pu/41282/41282-1677454584.pdf
ENUGU,OJI-RIVER,ACHIUNO III,14-14-13-002,,,CENTRAL SCHOOL ACHI II,129,772,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,2,123,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41278/result_159911_1677619661_thumb.jpg
ENUGU,OJI-RIVER,INYI II,14-14-16-001,,,JOINT SCHOOL AGBALIDI,341,1264,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/14/ward/16/pu/001/001-1677368792.pdf
ENUGU,OJI-RIVER,INYI II,14-14-16-005,,,CENTRAL SCHOOL INYI II,149,929,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/14/ward/16/pu/005/005-1677370368.pdf
ENUGU,UDENU,AMALA,14-15-01-003,,,AGUSHIRE,99,422,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/01/pu/003/003-1677397339.pdf
ENUGU,UDENU,AMALA,14-15-01-004,,,UMUAGALI ULO VILLAGE SQUARE I,199,919,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/01/pu/004/004-1677398225.pdf
ENUGU,UDENU,AMALA,14-15-01-016,,,AMALA/OBOLLO PRIMARY SCHOOL,74,323,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,61,5,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41352/result_159999_1677653070_thumb.jpg
ENUGU,UDENU,EZIMO,14-15-02-008,,,EZIMO AGU PRIMARY SCHOOL,238,698,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,6,206,8,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3375/ward/20714/pu/41371/41371-1677465275.pdf
ENUGU,UDENU,IMILIKE,14-15-03-011,,,UMUEZE VILLAGE SQUARE,189,792,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,2,158,8,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41376/result_160029_1677651926_thumb.jpg
ENUGU,UDENU,OBOLLO-AFOR,14-15-04-003,,,CENTRAL SCHOOL OBOLLO AFOR I,315,2047,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,371,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/04/pu/003/003-1677409092.pdf
ENUGU,UDENU,OBOLLO-AFOR,14-15-04-004,,,CENTRAL SCHOOL OBOLLO AFOR II,274,1706,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/04/pu/004/004-1677395019.pdf
ENUGU,UDENU,OBOLLO-AFOR,14-15-04-006,,,UMUAGERE,127,877,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/04/pu/006/006-1677395011.pdf
ENUGU,UDENU,OBOLLO-AFOR,14-15-04-012,,,UGBEBE OGWU I,68,392,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/04/pu/012/012-1677367226.pdf
ENUGU,UDENU,OBOLLO-AFOR,14-15-04-018,,,UMUEZEJOR VILLAGE HALL,374,2127,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/04/pu/018/018-1677366247.pdf
ENUGU,UDENU,OBOLLO-ETITI,14-15-05-003,,,UMUOSIGIDE ULO PRIMARY SCHOOL,197,866,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,10,158,6,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41405/result_160099_1677502839_thumb.jpg
ENUGU,UDENU,OBOLLO-EKE,14-15-06-006,,,ODOBIDO I,59,376,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,53,4,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3375/ward/20718/pu/41437/41437-1677481298.pdf
ENUGU,UDENU,ORBA I,14-15-08-002,,,OWERRE ANI,149,1441,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,271,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41460/result_160161_1677606315_thumb.jpg
ENUGU,UDENU,ORBA I,14-15-08-003,,,UMUOKPARA I,359,1855,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,340,11,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41461/result_160162_1677605230_thumb.jpg
ENUGU,UDENU,ORBA I,14-15-08-005,,,NKPUNATO,130,1254,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,2,80,39,4,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3375/ward/20720/pu/41472/41472-1677587979.pdf
ENUGU,UDENU,ORBA I,14-15-08-006,,,OWERE ELU,53,2288,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41464/result_160165_1677607286_thumb.jpg
ENUGU,UDENU,ORBA I,14-15-08-008,,,AMAUKWU II,160,892,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,4,130,3,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3375/ward/20720/pu/41475/41475-1677588743.pdf
ENUGU,UDENU,ORBA I,14-15-08-011,,,UMUOWOROGU,158,1147,TRUE,0,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3375/ward/20720/pu/41478/41478-1677586562.pdf
ENUGU,UDENU,ORBA II,14-15-09-016,,,UMUNKPUME,185,844,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41487/result_160209_1677653850_thumb.jpg
ENUGU,UDENU,ORBA II,14-15-09-019,,,OKPU VILLAGE SQUARE II,185,750,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,162,9,4,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41490/result_160212_1677508944_thumb.jpg
ENUGU,UDENU,ORBA II,14-15-09-022,,,OKPU VILLAGE SQUARE II,169,750,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41493/result_160215_1677510312_thumb.jpg
ENUGU,UDENU,UDUNEDEM,14-15-10-001,,,AMACHARA VILLAGE SQUARE I,159,726,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,130,6,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41495/result_160235_1677521292_thumb.jpg
ENUGU,UDI,UDI/AGBUDU,14-16-01-003,,,EKENENE HALL UDI I,332,1239,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,263,14,2,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3376/ward/20723/pu/41515/41515-1677618428.pdf
ENUGU,UDI,UDI/AGBUDU,14-16-01-006,,,COMMUNITY PRIMARY SCHOOL AGBUDU I,114,417,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,7,99,5,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3376/ward/20723/pu/41518/41518-1677618696.pdf
ENUGU,UDI,NSUDE,14-16-02-001,,,AMUYI HALL,181,644,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,167,5,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3376/ward/20724/pu/41522/41522-1677619651.pdf
ENUGU,UDI,NSUDE,14-16-02-002,,,COMMUNITY PRIMARY SCHOOL NSUDE,232,723,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,4,222,1,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3376/ward/20724/pu/41523/41523-1677620403.pdf
ENUGU,UDI,UMUABI,14-16-04-001,,,PREMIER PRIMARY SCHOOL UMUABI,239,935,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,201,9,2,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3376/ward/20726/pu/41538/41538-1677626375.pdf
ENUGU,UDI,OBINAGU,14-16-05-004,,,OKPUIKE HALL,221,826,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3376/ward/20727/pu/41546/41546-1677695586.pdf
ENUGU,UDI,OBINAGU,14-16-05-005,,,AKPULU HALL I,219,792,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,45,143,19,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3376/ward/20727/pu/41547/41547-1677601455.pdf
ENUGU,UDI,NACHI,14-16-06-009,,,OBODO IKWE HALL II,83,561,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/16/ward/06/pu/009/009-1677371052.pdf
ENUGU,UDI,ABIA,14-16-07-002,,,OFEKE TOWN HALL II,244,1011,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/16/ward/07/pu/002/002-1677368882.pdf
ENUGU,UDI,NGWO UNO,14-16-09-008,,,AKAMA VILLAGE HALL II,254,794,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41582/result_160354_1677704646_thumb.jpg
ENUGU,UDI,NGWO UNO,14-16-09-010,,,EKE AMEKE SQUARE II,271,1019,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,245,3,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41584/result_160356_1677705155_thumb.jpg
ENUGU,UDI,NGWO UNO,14-16-09-011,,,IBUTE NURSERY SCHOOL,239,916,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41585/result_160357_1677705270_thumb.jpg
ENUGU,UDI,NGWO UNO,14-16-09-012,,,9TH MILE MAIN MARKET I,360,1905,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41586/result_160358_1677705370_thumb.jpg
ENUGU,UDI,NGWO UNO,14-16-09-013,,,9TH MILE MAIN MARKET II,265,1343,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41587/result_160359_1677705512_thumb.jpg
ENUGU,UDI,NGWO UNO,14-16-09-019,,,OKWE AMANKWO HALL,259,896,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41592/result_160364_1677707677_thumb.jpg
ENUGU,UDI,NGWO UNO,14-16-09-020,,,OKWE AMANKWO HALL,259,896,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41592/result_160364_1677707677_thumb.jpg
ENUGU,UDI,NGWO UNO,14-16-09-023,,,UMUOZOENWU SQUARE,163,676,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41597/result_160369_1677708304_thumb.jpg
ENUGU,UDI,AWHUM/UKANA,14-16-11-005,,,COMMUNITY PRIMARY SCHOOL UZU UKANA II,117,526,TRUE,0,TRUE,FALSE,FALSE,FALSE,TRUE,0,109,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3376/ward/20733/pu/41620/41620-1677680757.pdf
ENUGU,UDI,EGEDE/UMUOKA,14-16-12-003,,,OBIONUEZE MEYIWO I,97,485,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/16/ward/12/pu/003/003-1677381388.pdf
ENUGU,UDI,EGEDE/UMUOKA,14-16-12-010,,,UMUOKA P/S IKENGA I,57,327,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/16/ward/12/pu/010/010-1677372591.pdf
ENUGU,UDI,EGEDE/UMUOKA,14-16-12-011,,,UMUOKA P/S IKENGA II,61,316,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/16/ward/12/pu/011/011-1677375450.pdf
ENUGU,UDI,AKPA KWUME/NZE,14-16-13-007,,,UMUGWU HALL I,70,331,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,62,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/16/ward/13/pu/007/007-1677366157.pdf
ENUGU,UDI,AFFA/OGHU/IKONO,14-16-14-001,,,"COMMUNITY PRIMARY SCHOOL, AMACHALLA",237,832,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/16/ward/14/pu/001/001-1677397144.pdf
ENUGU,UDI,AFFA/OGHU/IKONO,14-16-14-011,,,CENTRAL SCHOOL OBINAGU  AFFA,117,372,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,2,107,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3376/ward/20736/pu/41654/41654-1677477687.pdf
ENUGU,UDI,ABOR,14-16-15-003,,,MATERNITY SQUARE ABOR I,199,643,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/16/ward/15/pu/003/003-1677400717.pdf
ENUGU,UDI,OKPATU,14-16-16-003,,,EZEAMA HALL I,165,567,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41663/result_160468_1677761567_thumb.jpg
ENUGU,UDI,UMULUMGBE,14-16-18-003,,,CENTRAL SCHOOL UWENU/AMACHALLA I,154,741,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,1,119,9,7,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41678/result_160488_1677665455_thumb.jpg
ENUGU,UDI,EKE,14-16-19-005,,,ABA OGUI EKE II,114,501,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,104,0,2,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3376/ward/20741/pu/41698/41698-1677749475.pdf
ENUGU,UZO-UWANI,ADABA-NKUME,14-17-02-004,,,AMAOGBO ORIE ADABA II,0,419,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41719/result_160538_1677607131_thumb.jpg
ENUGU,UZO-UWANI,UMULOKPA,14-17-03-006,,,CENTRAL SCHOOL UMULOKPA I,141,750,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,10,122,5,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41730/result_160549_1677597411_thumb.jpg
ENUGU,UZO-UWANI,ADANI,14-17-06-005,,,AKUTARA VILLAGE SQUARE,159,502,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,1,145,6,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41757/result_160578_1677606822_thumb.jpg
ENUGU,UZO-UWANI,ABBI,14-17-08-001,,,COMMUNITY PRIMARY SCHOOL ABBI I,180,650,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41776/result_160598_1677588016_thumb.jpg
ENUGU,UZO-UWANI,UVURU,14-17-10-001,,,OGWU UVURU,72,182,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,62,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41789/result_160613_1677599442_thumb.jpg
ENUGU,UZO-UWANI,NIMBO I,14-17-11-008,,,JIDE BREAK,2,71,TRUE,0,TRUE,FALSE,FALSE,FALSE,TRUE,0,2,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41803/result_160628_1677604220_thumb.jpg
ENUGU,UZO-UWANI,NIMBO II,14-17-12-006,,,EKWULU VILLAGE SQUARE,49,305,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,4,43,1,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41809/result_160637_1677656598_thumb.jpg
ENUGU,UZO-UWANI,NKPOLOGU,14-17-16-002,,,COMMUNITY PRIMARY SCHOOL NKPOLOGU I,175,728,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,147,11,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41833/result_160664_1677587851_thumb.jpg
ENUGU,UZO-UWANI,NKPOLOGU,14-17-16-004,,,CENTRAL SCHOOL NKPOLOGU I,239,1140,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,2,236,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/41835/result_160666_1677589138_thumb.jpg
